Geneid	dmso_infect_1	dmso_infect_2	dmso_infect_3	dmso_mock_1	dmso_mock_2	dmso_mock_3	jq1_infect_1	jq1_infect_2	jq1_infect_3	jq1_mock_1	jq1_mock_2	jq1_mock_3	naive_mock_1	naive_mock_2	naive_mock_3
ENSG00000277958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253304	4	3	2	7	7	6	3	1	2	1	4	1	5	2	2
ENSG00000225750	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000116350	2028	2057	1536	1861	2179	3010	916	1735	1465	1504	1405	1338	2185	1707	1514
ENSG00000277916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116353	541	540	387	791	988	1155	512	1237	936	980	1002	820	908	780	566
ENSG00000237934	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
ENSG00000060656	567	553	394	823	998	1267	331	537	592	446	468	545	957	703	620
ENSG00000230523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000284676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162510	2	4	3	6	4	1	1	6	1	0	1	0	3	3	2
ENSG00000186056	78	88	60	54	47	65	29	58	35	41	37	44	91	52	55
ENSG00000287510	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000162511	1	1	0	2	6	6	0	3	2	3	3	4	3	4	5
ENSG00000264773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223382	2	0	0	3	6	0	2	4	0	1	1	2	2	3	2
ENSG00000222784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162512	851	840	664	1073	1196	1726	121	279	247	209	228	263	1224	929	802
ENSG00000266210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134644	2168	2681	2068	2188	2186	4875	1238	2319	2471	1843	1764	2636	2810	1471	2259
ENSG00000237329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215900	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000225142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000084628	15	9	7	0	3	4	0	0	0	0	1	0	1	0	0
ENSG00000060688	1066	1124	784	1329	1643	2105	379	782	635	600	600	602	1514	1267	1134
ENSG00000229447	4	6	6	6	11	17	5	12	15	6	3	6	7	2	12
ENSG00000121766	541	611	419	930	1098	1408	713	1378	1240	1294	1216	1082	1064	802	645
ENSG00000229044	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1
ENSG00000121769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000168528	2302	2328	1628	3292	4162	4307	2298	4649	4011	3999	4156	3545	3481	2956	1972
ENSG00000215899	0	3	4	4	1	2	0	2	4	1	0	0	5	4	1
ENSG00000206981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260386	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284543	0	1	1	1	2	1	0	1	0	0	0	0	1	0	0
ENSG00000229167	22	10	10	15	22	53	38	108	73	76	74	72	26	20	24
ENSG00000142910	12561	12397	9341	15892	19292	22816	32274	63993	59039	55356	56046	52085	16008	13702	10877
ENSG00000121764	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1
ENSG00000162517	1608	1663	1208	2353	3040	3567	403	891	746	736	753	582	2887	2443	1865
ENSG00000235790	2	2	3	2	3	2	1	1	0	0	3	4	4	3	0
ENSG00000264078	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000084636	196	208	140	47	71	75	10	14	11	9	10	15	90	71	74
ENSG00000121753	32	29	23	34	32	47	5	13	10	13	8	11	37	28	21
ENSG00000266580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134668	138	106	104	131	140	165	3	15	21	12	4	13	115	129	116
ENSG00000203620	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000269967	2	4	1	0	2	6	1	1	5	2	0	2	4	1	3
ENSG00000184007	4705	5612	3744	6427	7176	11112	3418	6586	5946	5785	5179	5544	7365	4920	5330
ENSG00000228634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121774	3810	4281	2852	4819	5943	8552	1766	3470	3115	2865	2676	2765	5846	4027	4268
ENSG00000203325	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
ENSG00000121775	391	373	261	481	582	617	244	534	454	400	422	401	536	439	382
ENSG00000266203	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
ENSG00000276493	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000025800	2146	2395	1740	2403	2873	4687	1518	2875	2675	2444	2300	2836	2932	1813	2094
ENSG00000250135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000084652	2421	2441	1732	2463	2910	3855	1860	4024	3499	3261	3232	3335	2840	2063	1992
ENSG00000160050	178	175	122	269	355	272	88	185	150	143	137	135	283	267	191
ENSG00000224066	19	20	14	41	49	51	11	23	20	19	18	20	43	36	21
ENSG00000160051	236	293	210	221	251	304	99	170	158	141	130	120	231	182	139
ENSG00000222046	3	3	1	1	1	0	1	2	0	1	0	1	0	0	0
ENSG00000160055	327	311	249	455	659	746	189	455	458	403	391	387	595	415	357
ENSG00000084623	3707	3795	2696	6125	7843	8932	3283	7087	5952	6080	5915	5085	6845	5721	4623
ENSG00000220785	109	116	79	195	216	257	17	30	36	22	30	15	251	192	158
ENSG00000183615	13	15	19	41	42	35	4	5	7	4	6	4	33	32	27
ENSG00000182866	27	30	17	50	54	60	0	0	3	0	3	2	64	51	32
ENSG00000277617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116478	3768	4053	2790	6151	7657	9993	1976	3872	3591	3377	3434	3247	7307	5837	5165
ENSG00000175130	7290	7418	5197	8727	10896	11536	5162	10522	9132	9285	8958	7701	10365	8948	6546
ENSG00000233775	1	0	0	2	0	4	0	0	0	0	1	0	0	0	1
ENSG00000162526	10	10	5	5	5	8	1	2	4	1	1	4	6	3	1
ENSG00000225828	53	55	54	93	130	126	70	130	120	99	98	80	85	72	51
ENSG00000160058	1509	1634	1163	1970	2429	3227	1617	3340	3086	2869	2776	2826	2191	1688	1581
ENSG00000224333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273274	5	8	7	11	19	16	1	2	5	0	1	1	16	13	12
ENSG00000160062	50	48	32	57	56	92	11	32	20	19	18	32	72	47	56
ENSG00000176261	358	448	243	603	746	938	375	759	615	641	582	543	639	481	426
ENSG00000200591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162521	2161	2522	1785	3487	4077	6516	1394	2683	2311	2312	2150	2444	4350	2758	3231
ENSG00000162520	14	25	17	34	39	72	6	5	2	5	5	4	42	22	40
ENSG00000224409	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000162522	7941	7852	6013	8310	9877	13419	4103	8080	7783	6159	6400	6879	10056	7748	6773
ENSG00000134684	3044	3243	2180	2785	3407	4230	1568	3177	2756	2771	2730	2502	3320	2584	2335
ENSG00000116497	512	625	425	519	625	1018	156	302	225	239	208	219	634	385	450
ENSG00000160097	6	2	6	8	5	8	0	1	1	2	1	2	6	6	2
ENSG00000121905	0	1	0	0	2	1	0	0	0	1	0	0	1	4	1
ENSG00000121900	2158	2158	1537	2346	3149	2930	534	1118	916	877	916	743	2777	2522	1635
ENSG00000287691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116514	3079	3461	2584	810	929	1275	824	1658	1470	1315	1163	1243	976	739	665
ENSG00000278966	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000217644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000004455	3653	3968	2773	5318	7033	9588	2443	5026	4317	4481	4200	3832	6372	4886	4534
ENSG00000276645	2	1	0	0	0	0	0	1	1	0	1	0	0	0	0
ENSG00000142920	41	62	45	40	50	63	35	69	79	84	68	49	53	27	26
ENSG00000278997	8	12	1	9	22	21	14	18	20	18	19	12	16	13	9
ENSG00000116525	277	280	218	278	290	449	156	284	307	230	246	261	319	241	217
ENSG00000279179	0	1	0	0	3	0	0	0	1	0	0	1	0	2	0
ENSG00000284721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160094	414	473	337	654	751	938	142	269	260	199	208	186	769	591	435
ENSG00000270115	0	2	3	3	2	7	0	0	0	0	1	0	0	1	1
ENSG00000184389	7	6	5	3	5	3	8	7	13	8	8	11	6	10	4
ENSG00000225313	1	0	0	1	2	2	1	1	0	0	1	0	0	0	0
ENSG00000134686	6216	6082	4695	4220	4883	5929	2285	4761	4208	3926	3848	3558	4816	4133	3315
ENSG00000284154	2	5	3	12	3	8	5	2	3	5	4	4	7	4	1
ENSG00000222112	8	12	4	6	3	10	1	2	4	0	3	8	17	3	5
ENSG00000233246	1	3	1	1	6	7	0	2	2	1	2	5	2	5	6
ENSG00000234512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121903	250	237	187	132	167	292	46	118	82	54	54	78	162	134	135
ENSG00000235907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121904	0	0	2	3	5	4	0	0	0	2	1	2	5	2	1
ENSG00000227000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000176256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287703	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000207941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163866	777	831	627	898	1140	1417	696	1471	1322	1162	1136	1054	1048	826	713
ENSG00000189280	0	1	1	3	3	2	0	0	0	0	0	0	1	0	2
ENSG00000189433	8	6	7	21	23	26	10	25	22	22	31	20	22	24	19
ENSG00000255811	1	1	2	2	3	0	1	2	2	0	2	2	0	1	1
ENSG00000188910	1300	1253	995	1863	2311	2507	832	1733	1424	1399	1402	1312	1797	1471	1189
ENSG00000187513	1	0	1	0	1	1	0	0	0	2	0	1	2	0	0
ENSG00000230163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116544	39	26	18	31	44	44	16	16	19	17	20	26	55	40	25
ENSG00000284773	14	10	6	8	17	12	6	11	5	10	7	7	19	9	14
ENSG00000241014	7	5	0	11	8	10	1	2	0	2	2	8	12	3	2
ENSG00000271741	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243749	12	25	21	41	37	32	4	18	16	25	12	17	36	20	24
ENSG00000163867	123	159	91	203	224	378	105	231	133	158	120	187	188	118	168
ENSG00000197056	179	206	143	184	167	454	124	172	149	191	132	229	262	85	230
ENSG00000233940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228348	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000284640	1	0	0	2	0	0	1	1	0	0	1	0	0	1	1
ENSG00000116560	5310	5848	4090	7218	8081	12300	3508	6925	6250	5488	5045	5659	7870	5689	6097
ENSG00000201868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000146463	1481	1941	1221	1433	1502	2990	558	957	925	794	726	1001	1696	967	1414
ENSG00000240374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229994	1	8	8	5	13	16	6	6	7	14	6	6	10	6	14
ENSG00000227409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278702	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142687	2557	2754	2076	3267	4158	5774	3590	7079	6729	6225	6067	6111	3902	2733	2475
ENSG00000236274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020129	1250	1201	939	1469	1725	2174	1616	3329	2985	2714	2936	2828	1625	1261	1080
ENSG00000239636	1	6	4	2	5	4	2	6	5	3	8	2	4	3	3
ENSG00000116819	14	8	8	13	19	11	16	23	22	19	30	20	5	7	18
ENSG00000126067	3965	4574	2907	5434	6375	7952	3113	6153	4965	5169	5069	4705	5747	4685	4037
ENSG00000142686	495	477	344	601	819	951	226	550	409	441	404	423	703	539	432
ENSG00000092853	470	549	352	481	468	900	84	166	151	160	113	162	476	395	447
ENSG00000232335	0	3	1	0	3	0	0	0	0	0	0	1	1	0	0
ENSG00000134698	384	439	322	569	599	1269	91	180	181	131	150	182	711	375	492
ENSG00000092847	901	936	707	1243	1426	2401	977	1861	1745	1630	1489	1907	1424	942	1046
ENSG00000271164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271914	0	0	0	1	2	0	1	3	3	0	0	2	0	1	2
ENSG00000126070	463	570	390	418	448	871	339	660	627	532	504	620	492	297	369
ENSG00000271554	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232862	4	2	2	1	0	3	0	0	0	0	0	0	1	0	0
ENSG00000092850	4	5	7	8	11	13	1	0	0	3	3	1	10	11	13
ENSG00000116863	2047	1992	1533	1074	1444	1678	768	1627	1332	1194	1289	1077	1219	1050	796
ENSG00000171812	12	4	3	9	6	10	1	1	2	1	0	0	7	2	11
ENSG00000054116	1349	1442	968	1870	2275	2653	1286	2711	2171	2335	2229	1981	2012	1677	1297
ENSG00000116871	4012	3473	2837	3392	4137	4547	2093	4311	4093	3754	3671	3397	3397	3342	2440
ENSG00000264592	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000054118	3150	3333	2631	3498	4005	6327	1617	3338	2985	2645	2640	2806	4054	2885	2989
ENSG00000231849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214193	428	435	296	623	779	959	663	1303	1222	979	974	1030	648	490	406
ENSG00000142694	349	309	231	380	469	447	207	404	380	391	346	254	395	403	254
ENSG00000286379	18	33	8	20	18	27	18	19	19	18	15	17	23	23	15
ENSG00000196182	1895	1816	1467	1322	1579	1921	815	1643	1421	1346	1299	1300	1496	1230	979
ENSG00000181817	586	527	357	740	905	937	510	1059	948	967	925	798	757	691	506
ENSG00000222821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116885	69	49	47	92	143	192	42	71	72	58	62	61	113	97	76
ENSG00000201448	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000116898	1491	1519	1082	1939	2574	2938	471	946	774	791	760	639	2317	2068	1535
ENSG00000119535	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000230214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163873	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000284650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233621	216	228	154	331	427	498	219	473	418	411	415	330	348	326	240
ENSG00000163874	2904	2869	2483	2018	2190	2673	1149	2339	2033	1548	1688	1648	2330	1880	1489
ENSG00000283724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163875	808	1040	681	1122	1310	2143	449	905	772	750	710	753	1349	927	1048
ENSG00000263675	1	1	2	0	3	6	1	1	1	2	0	2	1	0	2
ENSG00000163877	769	825	636	435	454	676	295	603	586	388	398	400	449	354	326
ENSG00000232273	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
ENSG00000237749	12	14	6	14	26	4	8	16	15	3	4	5	20	15	2
ENSG00000163879	255	291	200	294	381	489	45	81	110	85	76	71	401	275	269
ENSG00000134697	1814	2017	1330	1924	2256	3039	1325	2854	2320	2321	2189	2110	2192	1681	1510
ENSG00000284748	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000169218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116922	303	316	232	313	396	734	161	291	284	291	268	258	390	244	271
ENSG00000134690	732	800	501	894	1266	1644	27	78	58	67	71	58	1157	889	788
ENSG00000183317	329	371	254	412	526	662	255	518	476	446	431	407	484	372	337
ENSG00000200421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185090	842	913	618	1054	1284	1653	172	310	296	264	305	245	1149	992	762
ENSG00000233728	0	2	0	0	1	0	0	1	1	0	1	0	0	0	0
ENSG00000196449	881	813	636	526	649	919	465	861	718	731	716	675	622	527	494
ENSG00000197982	1029	1032	779	1430	1834	1827	1359	2679	2438	2458	2468	1878	1422	1412	1000
ENSG00000188786	777	947	695	525	508	1050	348	746	696	494	466	689	572	411	426
ENSG00000235673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204084	368	452	322	466	634	779	215	468	396	394	343	337	576	374	345
ENSG00000230955	0	1	1	1	1	0	0	0	1	1	0	1	3	2	1
ENSG00000252448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183431	2188	2228	1615	2812	3240	4722	1410	2764	2481	2225	2190	2077	3259	2415	2376
ENSG00000212541	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000183386	853	764	610	598	719	771	278	648	556	478	497	424	625	512	410
ENSG00000183520	645	764	467	913	1016	1528	541	1015	844	930	830	850	955	733	733
ENSG00000185668	1	0	1	1	0	0	0	6	7	8	3	3	0	0	0
ENSG00000224592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215895	16	22	10	19	12	5	8	20	12	8	9	4	12	9	3
ENSG00000284632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116954	465	581	356	420	528	883	450	849	675	793	707	774	562	358	354
ENSG00000273637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228436	15	11	10	15	15	37	17	39	38	40	25	28	19	15	10
ENSG00000214114	355	467	294	538	694	1104	289	605	516	533	519	526	664	468	470
ENSG00000274944	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
ENSG00000131233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158315	61	75	41	94	125	163	14	40	13	18	24	22	134	108	107
ENSG00000199963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174574	2619	3096	2202	1821	1881	3256	1227	2498	2190	2049	1939	2168	1926	1382	1520
ENSG00000168653	1571	1792	1073	2804	3626	3489	1738	3489	2713	2967	2842	2121	3054	2674	1732
ENSG00000127603	16737	19447	15302	16544	15560	34783	10508	21016	20973	17343	16722	24205	21078	12605	17309
ENSG00000206654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217897	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000183682	20	14	10	15	14	20	25	54	51	56	55	53	15	12	13
ENSG00000237624	0	1	2	1	3	5	0	1	1	1	0	1	1	1	0
ENSG00000243970	25	19	21	38	41	51	41	69	56	46	48	48	31	29	28
ENSG00000090621	2839	2957	2093	3820	4592	6188	2517	4880	4452	4106	3974	4229	4662	3341	3190
ENSG00000228060	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0
ENSG00000201457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163909	11	4	6	6	10	6	2	10	3	5	2	1	7	5	6
ENSG00000225903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116983	4	4	3	0	1	8	4	8	6	6	4	7	3	2	0
ENSG00000084072	750	807	564	1033	1323	1647	420	879	782	753	671	623	1134	905	780
ENSG00000225333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116985	232	230	178	323	404	567	252	594	545	530	477	580	397	253	228
ENSG00000198754	8	8	7	2	7	11	3	9	5	1	2	4	5	9	3
ENSG00000285905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261798	3	1	3	1	6	10	0	1	0	0	0	0	3	11	0
ENSG00000229213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284719	0	1	0	1	0	2	0	0	0	0	1	1	0	2	0
ENSG00000284678	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000043514	368	401	270	501	628	919	255	567	460	422	387	427	550	401	351
ENSG00000202222	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000116990	35	26	20	38	32	41	23	50	29	30	24	24	24	23	16
ENSG00000236546	1	0	1	0	1	0	1	0	3	2	2	1	0	0	0
ENSG00000207356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168389	62	49	41	45	35	64	9	15	17	16	16	13	35	37	43
ENSG00000228477	13	10	7	12	10	6	6	10	14	4	4	0	18	10	1
ENSG00000131236	7154	8132	5767	10657	12068	18847	6696	13684	12234	12032	11389	12539	12570	8554	8990
ENSG00000131238	1014	1150	732	1852	2331	3518	626	1326	1122	1155	1095	1171	2279	1472	1729
ENSG00000226745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117000	730	974	690	491	432	984	439	713	662	462	410	543	496	307	468
ENSG00000207508	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000188800	1	0	0	2	3	0	1	0	1	1	1	1	0	1	0
ENSG00000259943	39	40	32	69	77	146	20	32	43	34	25	29	81	61	70
ENSG00000084073	730	912	607	1221	1275	3091	824	1282	1173	1368	1181	1772	1386	743	1319
ENSG00000231296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000049089	28	32	23	48	66	51	6	11	10	7	7	8	54	43	30
ENSG00000227311	2	0	1	2	2	2	1	1	2	0	0	1	2	3	0
ENSG00000084070	476	508	382	631	721	993	496	1001	998	884	912	816	602	530	430
ENSG00000213172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284677	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ENSG00000187801	50	44	33	61	72	100	30	67	62	41	25	59	75	39	50
ENSG00000260920	18	15	8	31	34	37	23	37	23	34	30	35	35	22	31
ENSG00000279667	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0
ENSG00000187815	81	111	66	101	111	145	35	69	56	43	40	51	98	49	62
ENSG00000238287	1	4	2	3	7	8	5	11	18	9	6	10	8	2	8
ENSG00000164002	270	286	178	264	385	510	186	410	362	388	392	353	311	272	254
ENSG00000227278	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238186	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000117010	31	33	26	48	39	70	30	38	44	23	26	34	23	25	34
ENSG00000286838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117016	53	63	62	52	58	101	13	11	28	16	15	29	67	62	51
ENSG00000287743	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000237899	1	1	1	1	1	3	1	4	3	2	2	0	2	4	2
ENSG00000272145	25	25	27	20	35	52	24	30	33	30	20	31	33	17	20
ENSG00000066136	1273	1324	942	1540	1776	2147	668	1357	1066	1036	1037	937	1812	1426	1229
ENSG00000198974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207962	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000117013	18	17	12	13	13	20	4	15	7	6	2	6	14	14	9
ENSG00000264582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179862	1311	1218	940	1280	1506	1292	581	1154	1062	1009	1058	661	1317	1500	942
ENSG00000229528	0	2	0	2	1	0	0	0	0	0	0	0	0	0	1
